State,District,Crop,Season,Area-2024-25,Production-2024-25,Yield-2024-25
Punjab,S.A.S Nagar,Nutri/Coarse Cereals,Total,0.05,0.21,4387
Punjab,S.A.S Nagar,Cereals,Kharif,0.37,1.48,3949
Punjab,S.A.S Nagar,Cereals,Rabi,0.52,2.42,4678
Punjab,S.A.S Nagar,Cereals,Total,0.89,3.9,4372
Punjab,S.A.S Nagar,Gram,Rabi,0,0,1106
Punjab,S.A.S Nagar,Gram,Total,0,0,1106
Punjab,S.A.S Nagar,Moong,Summer,0,0,850
Punjab,S.A.S Nagar,Moong,Total,0,0,850
Punjab,S.A.S Nagar,Lentil,Rabi,0,0,675
Punjab,S.A.S Nagar,Lentil,Total,0,0,675
Punjab,S.A.S Nagar,Total Pulses,Total,0,0,786
Punjab,S.A.S Nagar,Total Food Grains,Kharif,0.37,1.48,3949
Punjab,S.A.S Nagar,Total Food Grains,Rabi,0.52,2.42,4667
Punjab,S.A.S Nagar,Total Food Grains,Summer,0,0,850
Punjab,S.A.S Nagar,Total Food Grains,Total,0.89,3.9,4364
Punjab,Sangrur,Rice,Kharif,2.41,11.69,4853
Punjab,Sangrur,Rice,Total,2.41,11.69,4853
Punjab,Sangrur,Wheat,Rabi,2.4,13.25,5519
Punjab,Sangrur,Wheat,Total,2.4,13.25,5519
Punjab,Sangrur,Maize,Kharif,0,0,4234
Punjab,Sangrur,Maize,Total,0,0,4234
Punjab,Sangrur,Barley,Rabi,0.01,0.02,4495
Punjab,Sangrur,Barley,Total,0.01,0.02,4495
Punjab,Sangrur,Nutri/Coarse Cereals,Kharif,0,0,4234
Punjab,Sangrur,Nutri/Coarse Cereals,Rabi,0.01,0.02,4495
Punjab,Sangrur,Nutri/Coarse Cereals,Total,0.01,0.03,4452
Punjab,Sangrur,Cereals,Kharif,2.41,11.69,4853
Punjab,Sangrur,Cereals,Rabi,2.41,13.27,5517
Punjab,Sangrur,Cereals,Total,4.82,24.97,5185
Punjab,Sangrur,Gram,Rabi,0,0,1785
Punjab,Sangrur,Gram,Total,0,0,1785
Punjab,Sangrur,Moong,Kharif,0,0,1156
Punjab,Sangrur,Moong,Summer,0.01,0.01,1250
Punjab,Sangrur,Moong,Total,0.01,0.01,1242
Punjab,Sangrur,Total Pulses,Total,0.01,0.02,1251
Punjab,Sangrur,Total Food Grains,Kharif,2.41,11.69,4852
Punjab,Sangrur,Total Food Grains,Rabi,2.41,13.27,5517
Punjab,Sangrur,Total Food Grains,Summer,0.01,0.01,1250
Punjab,Sangrur,Total Food Grains,Total,4.83,24.98,5175
Punjab,Shahid Bhagat Singh Nagar,Rice,Kharif,0.63,2.87,4538
Punjab,Shahid Bhagat Singh Nagar,Rice,Total,0.63,2.87,4538
Punjab,Shahid Bhagat Singh Nagar,Wheat,Rabi,0.78,3.9,5019
Punjab,Shahid Bhagat Singh Nagar,Wheat,Total,0.78,3.9,5019
Punjab,Shahid Bhagat Singh Nagar,Maize,Kharif,0.05,0.26,4819
Punjab,Shahid Bhagat Singh Nagar,Maize,Total,0.05,0.26,4819
Punjab,Shahid Bhagat Singh Nagar,Nutri/Coarse Cereals,Kharif,0.05,0.26,4819
Punjab,Shahid Bhagat Singh Nagar,Nutri/Coarse Cereals,Total,0.05,0.26,4819
Punjab,Shahid Bhagat Singh Nagar,Cereals,Kharif,0.69,3.13,4560
Punjab,Shahid Bhagat Singh Nagar,Cereals,Rabi,0.78,3.9,5019
Punjab,Shahid Bhagat Singh Nagar,Cereals,Total,1.46,7.03,4804
Punjab,Shahid Bhagat Singh Nagar,Moong,Summer,0,0,960
Punjab,Shahid Bhagat Singh Nagar,Moong,Total,0,0,960
Punjab,Shahid Bhagat Singh Nagar,Other Pulses,Rabi,0,0,1870
Punjab,Shahid Bhagat Singh Nagar,Other Pulses,Total,0,0,1870
Punjab,Shahid Bhagat Singh Nagar,Total Pulses,Total,0,0,1583
Punjab,Shahid Bhagat Singh Nagar,Total Food Grains,Kharif,0.69,3.13,4560
Punjab,Shahid Bhagat Singh Nagar,Total Food Grains,Rabi,0.78,3.9,5015
Punjab,Shahid Bhagat Singh Nagar,Total Food Grains,Summer,0,0,960
Punjab,Shahid Bhagat Singh Nagar,Total Food Grains,Total,1.47,7.03,4800
Punjab,Sri Muktsar Sahib,Rice,Kharif,2.02,8.41,4173
Punjab,Sri Muktsar Sahib,Rice,Total,2.02,8.41,4173
Punjab,Sri Muktsar Sahib,Wheat,Rabi,2.18,11.71,5379
Punjab,Sri Muktsar Sahib,Wheat,Total,2.18,11.71,5379
Punjab,Sri Muktsar Sahib,Barley,Rabi,0,0.01,3907
Punjab,Sri Muktsar Sahib,Barley,Total,0,0.01,3907
Punjab,Sri Muktsar Sahib,Nutri/Coarse Cereals,Rabi,0,0.01,3907
Punjab,Sri Muktsar Sahib,Nutri/Coarse Cereals,Total,0,0.01,3907
Punjab,Sri Muktsar Sahib,Cereals,Kharif,2.02,8.41,4173
Punjab,Sri Muktsar Sahib,Cereals,Rabi,2.18,11.72,5378
Punjab,Sri Muktsar Sahib,Cereals,Total,4.2,20.13,4799
Punjab,Sri Muktsar Sahib,Gram,Rabi,0,0,1159
Punjab,Sri Muktsar Sahib,Gram,Total,0,0,1159
Punjab,Sri Muktsar Sahib,Moong,Kharif,0,0,892
Punjab,Sri Muktsar Sahib,Moong,Summer,0.01,0,750
Punjab,Sri Muktsar Sahib,Moong,Total,0.01,0.01,771
Punjab,Sri Muktsar Sahib,Total Pulses,Total,0.01,0.01,782
Punjab,Sri Muktsar Sahib,Total Food Grains,Kharif,2.02,8.41,4171
Punjab,Sri Muktsar Sahib,Total Food Grains,Rabi,2.18,11.72,5378
Punjab,Sri Muktsar Sahib,Total Food Grains,Summer,0.01,0,750
Punjab,Sri Muktsar Sahib,Total Food Grains,Total,4.2,20.14,4792
Punjab,Tarn Taran,Rice,Kharif,1.85,7.93,4280
Punjab,Tarn Taran,Rice,Total,1.85,7.93,4280
Punjab,Tarn Taran,Wheat,Rabi,1.93,9.59,4973
Punjab,Tarn Taran,Wheat,Total,1.93,9.59,4973
Punjab,Tarn Taran,Maize,Kharif,0,0,4234
Punjab,Tarn Taran,Maize,Total,0,0,4234
Punjab,Tarn Taran,Nutri/Coarse Cereals,Kharif,0,0,4234
Punjab,Tarn Taran,Nutri/Coarse Cereals,Total,0,0,4234
Punjab,Tarn Taran,Cereals,Kharif,1.85,7.93,4280
Punjab,Tarn Taran,Cereals,Rabi,1.93,9.59,4973
Punjab,Tarn Taran,Cereals,Total,3.78,17.52,4633
Punjab,Tarn Taran,Tur,Kharif,0,0,1261
Punjab,Tarn Taran,Tur,Total,0,0,1261
Punjab,Tarn Taran,Moong,Kharif,0,0,785
Punjab,Tarn Taran,Moong,Summer,0.02,0.03,1270
Punjab,Tarn Taran,Moong,Total,0.02,0.03,1247
Punjab,Tarn Taran,Total Pulses,Total,0.02,0.03,1248
Punjab,Tarn Taran,Total Food Grains,Kharif,1.86,7.93,4275
Punjab,Tarn Taran,Total Food Grains,Rabi,1.93,9.59,4973
Punjab,Tarn Taran,Total Food Grains,Summer,0.02,0.03,1270
Punjab,Tarn Taran,Total Food Grains,Total,3.81,17.55,4613
Punjab,Ferozepur,Rice,Kharif,0.19,0.87,4672
Punjab,Ferozepur,Rice,Total,0.19,0.87,4672
Punjab,Ferozepur,Wheat,Rabi,0.19,0.98,5223
Punjab,Ferozepur,Wheat,Total,0.19,0.98,5223
Punjab,Ferozepur,Maize,Kharif,0,0,4234
Punjab,Ferozepur,Maize,Total,0,0,4234
Punjab,Ferozepur,Bajra,Kharif,0,0,945
Punjab,Ferozepur,Bajra,Total,0,0,945
Punjab,Ferozepur,Shree Anna /Nutri Cereals,Kharif,0,0,945
Punjab,Ferozepur,Shree Anna /Nutri Cereals,Total,0,0,945
Punjab,Ferozepur,Nutri/Coarse Cereals,Kharif,0,0,1767
Punjab,Ferozepur,Nutri/Coarse Cereals,Total,0,0,1767
Punjab,Ferozepur,Cereals,Kharif,0.19,0.87,4666
Punjab,Ferozepur,Cereals,Rabi,0.19,0.98,5223
Punjab,Ferozepur,Cereals,Total,0.37,1.85,4945
Punjab,Ferozepur,Moong,Kharif,0,0,785
Punjab,Ferozepur,Moong,Summer,0,0,1000
Punjab,Ferozepur,Moong,Total,0,0,986
Punjab,Ferozepur,Total Pulses,Total,0,0,986
Punjab,Ferozepur,Total Food Grains,Kharif,0.19,0.87,4664
Punjab,Ferozepur,Total Food Grains,Rabi,0.19,0.98,5223
Punjab,Ferozepur,Total Food Grains,Summer,0,0,1000
Punjab,Ferozepur,Total Food Grains,Total,0.38,1.85,4928
Punjab,Moga,Rice,Kharif,0.18,0.87,4721
Punjab,Moga,Rice,Total,0.18,0.87,4721
Punjab,Moga,Wheat,Rabi,0.18,0.94,5360
Punjab,Moga,Wheat,Total,0.18,0.94,5360
Punjab,Moga,Maize,Kharif,0,0,4234
Punjab,Moga,Maize,Total,0,0,4234
Punjab,Moga,Barley,Rabi,0,0,3809
Punjab,Moga,Barley,Total,0,0,3809
Punjab,Moga,Nutri/Coarse Cereals,Kharif,0,0,4234
Punjab,Moga,Nutri/Coarse Cereals,Rabi,0,0,3809
Punjab,Moga,Nutri/Coarse Cereals,Total,0,0,4022
Punjab,Moga,Cereals,Kharif,0.18,0.87,4720
Punjab,Moga,Cereals,Rabi,0.18,0.94,5358
Punjab,Moga,Cereals,Total,0.36,1.82,5032
Punjab,Moga,Tur,Kharif,0,0,1116
Punjab,Moga,Tur,Total,0,0,1116
Punjab,Moga,Moong,Kharif,0,0,785
Punjab,Moga,Moong,Summer,0,0,1000
Punjab,Moga,Moong,Total,0,0,995
Punjab,Moga,Total Pulses,Total,0,0,1003
Punjab,Moga,Total Food Grains,Kharif,0.19,0.87,4712
Punjab,Moga,Total Food Grains,Rabi,0.18,0.94,5358
Punjab,Moga,Total Food Grains,Summer,0,0,1000
Punjab,Moga,Total Food Grains,Total,0.37,1.82,4980
Punjab,Ludhiana ,wheat,Rabi ,145000,680000,4.69
Punjab,Ludhiana,Rice,Kharit ,120000,480000,4
Punjab,Ludhiana,Maize,Rabi ,25000,900000,3.6
Punjab,Ludhiana,Mustavd,Rabi ,18000,27000,1.5
Punjab,Amritsar ,wheat,Rabi ,130000,58500,4.5
Punjab,Amritsar,Rice,Kharit ,110000,4300000,3.91
Punjab,Amritsar,Maize,Kharit ,20000,70000,3.5
Punjab,Amritsar,potato,Rabi ,15000,300000,20
Punjab,Jalandhar ,wheat,Rabi ,125000,560000,4.48
Punjab,Jalandhar,Rice,Kharit ,105000,410000,3.9
Punjab,Jalandhar,Sugarcane,Annual,30000,2100000,70
Punjab,Jalandhar,Maize,Kharit ,22000,77000,3.5
Punjab,Patiala ,wheat,Rabi ,140000,640000,4.57
Punjab,Patiala,Rice,Kharit ,11500,455000,3.96
Punjab,Patiala,Barley,Rabi ,20000,68000,3.4
Punjab,Ludhiana,Wheat,Rabi,120000,552000,4.6
Punjab,Ludhiana,Rice,Kharif,100000,390000,3.9
Punjab,Ludhiana,Maize,Kharif,25000,87500,3.5
Punjab,Ludhiana,Mustard,Rabi,18000,27000,1.5
Punjab,Ludhiana,Potato,Rabi,15000,300000,20
Punjab,Ludhiana,Sugarcane,Annual,22000,1540000,70
Punjab,Ludhiana,Barley,Rabi,20000,66000,3.3
Punjab,Ludhiana,Cotton,Kharif,40000,72000,1.8
Punjab,Ludhiana,Wheat,Rabi,115000,517500,4.5
Punjab,Amritsar,Rice,Kharif,95000,370500,3.9
Punjab,Amritsar,Maize,Kharif,22000,77000,3.5
Punjab,Amritsar,Mustard,Rabi,16000,24000,1.5
Punjab,Amritsar,Potato,Rabi,14000,280000,20
Punjab,Amritsar,Sugarcane,Annual,20000,1400000,70
Punjab,Amritsar,Barley,Rabi,18000,59400,3.3
Punjab,Amritsar,Cotton,Kharif,35000,63000,1.8
Punjab,Amritsar,Wheat,Rabi,118000,531000,4.5
Punjab,Jalandhar,Rice,Kharif,98000,382200,3.9
Punjab,Jalandhar,Maize,Kharif,23000,80500,3.5
Punjab,Jalandhar,Mustard,Rabi,15000,22500,1.5
Punjab,Jalandhar,Potato,Rabi,16000,320000,20
Punjab,Jalandhar,Sugarcane,Annual,24000,1680000,70
Punjab,Jalandhar,Barley,Rabi,19000,62700,3.3
Punjab,Jalandhar,Cotton,Kharif,30000,54000,1.8
Punjab,Jalandhar,Wheat,Rabi,125000,575000,4.6
Punjab,Patiala,Rice,Kharif,105000,409500,3.9
Punjab,Patiala,Maize,Kharif,24000,84000,3.5
Punjab,Patiala,Mustard,Rabi,17000,25500,1.5
Punjab,Patiala,Potato,Rabi,15500,310000,20
Punjab,Patiala,Sugarcane,Annual,23000,1610000,70
Punjab,Patiala,Barley,Rabi,21000,69300,3.3
Punjab,Patiala,Cotton,Kharif,38000,68400,1.8
Punjab,Patiala,Wheat,Rabi,120000,552000,4.6
Punjab,Ludhiana,Rice,Kharif,100000,390000,3.9
Punjab,Ludhiana,Maize,Kharif,25000,87500,3.5
Punjab,Ludhiana,Cotton,Kharif,40000,72000,1.8
Punjab,Ludhiana,Wheat,Rabi,115000,517500,4.5
Punjab,Amritsar,Rice,Kharif,95000,370500,3.9
Punjab,Amritsar,Maize,Kharif,22000,77000,3.5
Punjab,Amritsar,Cotton,Kharif,35000,63000,1.8
Punjab,Amritsar,Wheat,Rabi,118000,531000,4.5
Punjab,Jalandhar,Rice,Kharif,98000,382200,3.9
Punjab,Jalandhar,Maize,Kharif,23000,80500,3.5
Punjab,Jalandhar,Cotton,Kharif,30000,54000,1.8
Punjab,Jalandhar,Wheat,Rabi,125000,575000,4.6
Punjab,Patiala,Rice,Kharif,105000,409500,3.9
Punjab,Patiala,Maize,Kharif,24000,84000,3.5
Punjab,Patiala,Cotton,Kharif,38000,68400,1.8
Punjab,Patiala,Wheat,Rabi,130000,585000,4.5
Punjab,Bathinda,Rice,Kharif,90000,351000,3.9
Punjab,Bathinda,Maize,Kharif,21000,73500,3.5
Punjab,Bathinda,Cotton,Kharif,42000,75600,1.8
Punjab,Bathinda,Wheat,Rabi,110000,495000,4.5
Punjab,Moga,Rice,Kharif,88000,343200,3.9
Punjab,Moga,Maize,Kharif,20000,70000,3.5
Punjab,Moga,Cotton,Kharif,36000,64800,1.8
Punjab,Moga,Wheat,Rabi,112000,504000,4.5
Punjab,Ferozepur,Rice,Kharif,86000,335400,3.9
Punjab,Ferozepur,Maize,Kharif,19500,68250,3.5
Punjab,Ferozepur,Cotton,Kharif,34000,61200,1.8
Punjab,Ferozepur,Wheat,Rabi,119000,535500,4.5
Punjab,Sangrur,Rice,Kharif,97000,378300,3.9
Punjab,Sangrur,Maize,Kharif,22500,78750,3.5
Punjab,Sangrur,Cotton,Kharif,39000,70200,1.8
Punjab,Sangrur,Wheat,Rabi,108000,486000,4.5
Punjab,Gurdaspur,Rice,Kharif,84000,327600,3.9
Punjab,Gurdaspur,,,,,
Punjab,Gurdaspur,Wheat,Rabi,120000,552000,4.6
Punjab,Ludhiana,Rice,Kharif,100000,390000,3.9
Punjab,Ludhiana,Maize,Kharif,25000,87500,3.5
Punjab,Ludhiana,Mustard,Rabi,18000,27000,1.5
Punjab,Ludhiana,Potato,Rabi,15000,300000,20
Punjab,Ludhiana,Sugarcane,Annual,22000,1540000,70
Punjab,Ludhiana,Barley,Rabi,20000,66000,3.3
Punjab,Ludhiana,Cotton,Kharif,40000,72000,1.8
Punjab,Ludhiana,Wheat,Rabi,115000,517500,4.5
Punjab,Amritsar,Rice,Kharif,95000,370500,3.9
Punjab,Amritsar,Maize,Kharif,22000,77000,3.5
Punjab,Amritsar,Mustard,Rabi,16000,24000,1.5
Punjab,Amritsar,Potato,Rabi,14000,280000,20
Punjab,Amritsar,Sugarcane,Annual,20000,1400000,70
Punjab,Amritsar,Barley,Rabi,18000,59400,3.3
Punjab,Amritsar,Cotton,Kharif,35000,63000,1.8
Punjab,Amritsar,Wheat,Rabi,118000,531000,4.5
Punjab,Jalandhar,Rice,Kharif,98000,382200,3.9
Punjab,Jalandhar,Maize,Kharif,23000,80500,3.5
Punjab,Jalandhar,Mustard,Rabi,15000,22500,1.5
Punjab,Jalandhar,Potato,Rabi,16000,320000,20
Punjab,Jalandhar,Sugarcane,Annual,24000,1680000,70
Punjab,Jalandhar,Barley,Rabi,19000,62700,3.3
Punjab,Jalandhar,Cotton,Kharif,30000,54000,1.8
Punjab,Jalandhar,Wheat,Rabi,125000,575000,4.6
Punjab,Patiala,Rice,Kharif,105000,409500,3.9
Punjab,Patiala,Maize,Kharif,24000,84000,3.5
Punjab,Patiala,Mustard,Rabi,17000,25500,1.5
Punjab,Patiala,Potato,Rabi,15500,310000,20
Punjab,Patiala,Sugarcane,Annual,23000,1610000,70
Punjab,Patiala,Barley,Rabi,21000,69300,3.3
Punjab,Patiala,Cotton,Kharif,38000,68400,1.8
Punjab,Patiala,Wheat,Rabi,130000,585000,4.5
Punjab,Bathinda,Rice,Kharif,90000,351000,3.9
Punjab,Bathinda,Maize,Kharif,21000,73500,3.5
Punjab,Bathinda,Mustard,Rabi,16500,24750,1.5
Punjab,Bathinda,Potato,Rabi,14500,290000,20
Punjab,Bathinda,Sugarcane,Annual,19000,1330000,70
Punjab,Bathinda,Barley,Rabi,17500,57750,3.3
Punjab,Bathinda,Cotton,Kharif,42000,75600,1.8
Punjab,Bathinda,Wheat,Rabi,121000,556600,4.6
Punjab,Ludhiana,Rice,Kharif,101200,394680,3.9
Punjab,Ludhiana,Maize,Kharif,26200,91700,3.5
Punjab,Ludhiana,Mustard,Rabi,18500,27750,1.5
Punjab,Ludhiana,Potato,Rabi,15200,304000,20
Punjab,Ludhiana,Sugarcane,Annual,22150,1550500,70
Punjab,Ludhiana,Barley,Rabi,20300,66990,3.3
Punjab,Ludhiana,Cotton,Kharif,40500,72900,1.8
Punjab,Ludhiana,Wheat,Rabi,116300,523350,4.5
Punjab,Amritsar,Rice,Kharif,96200,375180,3.9
Punjab,Amritsar,Maize,Kharif,22400,78400,3.5
Punjab,Amritsar,Mustard,Rabi,16300,24450,1.5
Punjab,Amritsar,Potato,Rabi,14350,287000,20
Punjab,Amritsar,Sugarcane,Annual,20120,1408400,70
Punjab,Amritsar,Barley,Rabi,18200,60060,3.3
Punjab,Amritsar,Cotton,Kharif,35800,64440,1.8
Punjab,Amritsar,Wheat,Rabi,119100,535950,4.5
Punjab,Jalandhar,Rice,Kharif,98900,385710,3.9
Punjab,Jalandhar,Maize,Kharif,23600,82600,3.5
Punjab,Jalandhar,Mustard,Rabi,15400,23100,1.5
Punjab,Jalandhar,Potato,Rabi,16250,325000,20
Punjab,Jalandhar,Sugarcane,Annual,24350,1704500,70
Punjab,Jalandhar,Barley,Rabi,19400,64020,3.3
Punjab,Jalandhar,Cotton,Kharif,31200,56160,1.8
Punjab,Jalandhar,Wheat,Rabi,126200,580520,4.6
Punjab,Patiala,Rice,Kharif,106400,415000,3.9
Punjab,Patiala,Maize,Kharif,24600,86100,3.5
Punjab,Patiala,Mustard,Rabi,17300,25950,1.5
Punjab,Patiala,Potato,Rabi,15800,316000,20
Punjab,Patiala,Sugarcane,Annual,23220,1625400,70
Punjab,Patiala,Barley,Rabi,21400,70620,3.3
Punjab,Patiala,Cotton,Kharif,38700,69660,1.8
Punjab,Patiala,Wheat,Rabi,131500,591750,4.5
Punjab,Bathinda,Rice,Kharif,91200,355680,3.9
Punjab,Bathinda,Maize,Kharif,21800,76300,3.5
Punjab,Bathinda,Mustard,Rabi,16800,25200,1.5
Punjab,Bathinda,Potato,Rabi,14700,294000,20
Punjab,Bathinda,Sugarcane,Annual,19400,1358000,70
Punjab,Bathinda,Barley,Rabi,17850,58905,3.3
Punjab,Bathinda,Cotton,Kharif,42700,76860,1.8
Punjab,Bathinda,Wheat,Rabi,118400,532800,4.5
Punjab,Moga,Rice,Kharif,97400,379860,3.9
Punjab,Moga,Maize,Kharif,23100,80850,3.5
Punjab,Moga,Mustard,Rabi,15900,23850,1.5
Punjab,Moga,Potato,Rabi,15100,302000,20
Punjab,Moga,Sugarcane,Annual,20800,1456000,70
Punjab,Moga,Barley,Rabi,18600,61380,3.3
Punjab,Moga,Cotton,Kharif,33600,60480,1.8
Punjab,Moga,Wheat,Rabi,123800,557100,4.5
Punjab,Sangrur,Rice,Kharif,103600,404040,3.9
Punjab,Sangrur,Maize,Kharif,24200,84700,3.5
Punjab,Sangrur,Mustard,Rabi,16600,24900,1.5
Punjab,Sangrur,Potato,Rabi,15650,313000,20
Punjab,Sangrur,Sugarcane,Annual,21900,1533000,70
Punjab,Sangrur,Barley,Rabi,19800,65340,3.3
Punjab,Sangrur,Cotton,Kharif,37200,66960,1.8
Punjab,Sangrur,Wheat,Rabi,120100,553460,4.61
Punjab,Ludhiana,Rice,Kharif,100200,391780,3.91
Punjab,Ludhiana,Maize,Kharif,25150,88525,3.52
Punjab,Ludhiana,Mustard,Rabi,18120,27361,1.51
Punjab,Ludhiana,Potato,Rabi,15230,306140,20.1
Punjab,Ludhiana,Sugarcane,Annual,22150,1552040,70.05
Punjab,Ludhiana,Barley,Rabi,20340,67222,3.31
Punjab,Ludhiana,Cotton,Kharif,40210,72840,1.81
Punjab,Ludhiana,Wheat,Rabi,115340,520890,4.52
Punjab,Amritsar,Rice,Kharif,95320,373210,3.92
Punjab,Amritsar,Maize,Kharif,22340,78190,3.5
Punjab,Amritsar,Mustard,Rabi,16230,24610,1.52
Punjab,Amritsar,Potato,Rabi,14320,288430,20.14
Punjab,Amritsar,Sugarcane,Annual,20140,1411200,70.06
Punjab,Amritsar,Barley,Rabi,18220,60492,3.32
Punjab,Amritsar,Cotton,Kharif,35210,63730,1.81
Punjab,Amritsar,Wheat,Rabi,118420,534860,4.52
Punjab,Jalandhar,Rice,Kharif,98210,384530,3.91
Punjab,Jalandhar,Maize,Kharif,23120,80940,3.5
Punjab,Jalandhar,Mustard,Rabi,15320,23280,1.52
Punjab,Jalandhar,Potato,Rabi,16210,325400,20.08
Punjab,Jalandhar,Sugarcane,Annual,24210,1701000,70.29
Punjab,Jalandhar,Barley,Rabi,19230,64040,3.33
Punjab,Jalandhar,Cotton,Kharif,30240,54880,1.82
Punjab,Jalandhar,Wheat,Rabi,125620,579190,4.61
Punjab,Patiala,Rice,Kharif,105420,412360,3.91
Punjab,Patiala,Maize,Kharif,24240,85030,3.51
Punjab,Patiala,Mustard,Rabi,17230,26020,1.51
Punjab,Patiala,Potato,Rabi,15780,317450,20.11
Punjab,Patiala,Sugarcane,Annual,23340,1635200,70.07
Punjab,Patiala,Barley,Rabi,21340,71040,3.33
Punjab,Patiala,Cotton,Kharif,38220,69760,1.82
Punjab,Patiala,Wheat,Rabi,130480,589420,4.52
Punjab,Bathinda,Rice,Kharif,90430,353690,3.91
Punjab,Bathinda,Maize,Kharif,21440,75040,3.5
Punjab,Bathinda,Mustard,Rabi,16780,25390,1.51
Punjab,Bathinda,Potato,Rabi,14740,296100,20.08
Punjab,Bathinda,Sugarcane,Annual,19450,1363400,70.1
Punjab,Bathinda,Barley,Rabi,17820,58800,3.3
Punjab,Bathinda,Cotton,Kharif,42540,77640,1.83
Punjab,Bathinda,Wheat,Rabi,121450,551600,4.54
Punjab,Moga,Rice,Kharif,101230,395000,3.9
Punjab,Moga,Maize,Kharif,22650,79620,3.51
Punjab,Moga,Mustard,Rabi,16340,24910,1.52
Punjab,Moga,Potato,Rabi,14620,294800,20.15
Punjab,Moga,Sugarcane,Annual,21540,1510200,70.12
Punjab,Moga,Barley,Rabi,18740,62100,3.31
Punjab,Moga,Cotton,Kharif,36210,65940,1.82
Punjab,Moga,Wheat,Rabi,121000,557000,4.6
Punjab,Ludhiana,Rice,Kharif,102500,400000,3.9
Punjab,Ludhiana,Maize,Kharif,25500,90000,3.53
Punjab,Ludhiana,Mustard,Rabi,18500,28000,1.51
Punjab,Ludhiana,Potato,Rabi,15200,305000,20.07
Punjab,Ludhiana,Sugarcane,Annual,22500,1575000,70
Punjab,Ludhiana,Barley,Rabi,20500,67600,3.3
Punjab,Ludhiana,Cotton,Kharif,41000,73800,1.8
Punjab,Ludhiana,Wheat,Rabi,116500,525000,4.51
Punjab,Amritsar,Rice,Kharif,97000,378000,3.9
Punjab,Amritsar,Maize,Kharif,22500,79200,3.52
Punjab,Amritsar,Mustard,Rabi,16200,24500,1.51
Punjab,Amritsar,Potato,Rabi,14350,288000,20.07
Punjab,Amritsar,Sugarcane,Annual,20500,1435000,70
Punjab,Amritsar,Barley,Rabi,18200,60000,3.3
Punjab,Amritsar,Cotton,Kharif,36000,65000,1.81
Punjab,Amritsar,Wheat,Rabi,119000,535000,4.5
Punjab,Jalandhar,Rice,Kharif,99000,387000,3.91
Punjab,Jalandhar,Maize,Kharif,23500,82500,3.51
Punjab,Jalandhar,Mustard,Rabi,15500,23400,1.51
Punjab,Jalandhar,Potato,Rabi,16100,322000,20
Punjab,Jalandhar,Sugarcane,Annual,24500,1715000,70
Punjab,Jalandhar,Barley,Rabi,19500,64500,3.31
Punjab,Jalandhar,Cotton,Kharif,31000,56000,1.81
Punjab,Jalandhar,Wheat,Rabi,126000,581000,4.61
Punjab,Patiala,Rice,Kharif,107000,418000,3.91
Punjab,Patiala,Maize,Kharif,24500,86000,3.51
Punjab,Patiala,Mustard,Rabi,17200,26000,1.51
Punjab,Patiala,Potato,Rabi,15750,316000,20.06
Punjab,Patiala,Sugarcane,Annual,23200,1624000,70
Punjab,Patiala,Barley,Rabi,21400,70600,3.3
Punjab,Patiala,Cotton,Kharif,39000,70500,1.81
Punjab,Patiala,Wheat,Rabi,131000,590000,4.5
Punjab,Bathinda,Rice,Kharif,92000,360000,3.91
Punjab,Bathinda,Maize,Kharif,21800,77000,3.53
Punjab,Bathinda,Mustard,Rabi,16800,25300,1.51
Punjab,Bathinda,Potato,Rabi,14800,296000,20
Punjab,Bathinda,Sugarcane,Annual,19800,1386000,70
Punjab,Bathinda,Barley,Rabi,17800,58700,3.3
Punjab,Bathinda,Cotton,Kharif,43000,78000,1.81
Punjab,Bathinda,Wheat,Rabi,118500,534000,4.51
Punjab,Moga,Rice,Kharif,101000,394000,3.9
Punjab,Moga,Maize,Kharif,22800,80200,3.52
Punjab,Moga,Mustard,Rabi,15800,23900,1.51
Punjab,Moga,Potato,Rabi,14200,284000,20
Punjab,Moga,Sugarcane,Annual,21000,1470000,70
Punjab,Moga,Barley,Rabi,18500,61100,3.3
Punjab,Moga,Cotton,Kharif,36500,66000,1.81
Punjab,Moga,Wheat,Rabi,112000,498000,4.45
Punjab,Ferozepur,Rice,Kharif,93000,345000,3.71
Punjab,Ferozepur,Maize,Kharif,21500,75200,3.5
Punjab,Ferozepur,Mustard,Rabi,15100,22800,1.51
Punjab,Ferozepur,Potato,Rabi,13900,278000,20
Punjab,Ferozepur,Sugarcane,Annual,19500,1365000,70
Punjab,Ferozepur,Barley,Rabi,17600,58000,3.3
Punjab,Ferozepur,Cotton,Kharif,34500,62000,1.8
Punjab,Ferozepur,Wheat,Rabi,127000,585000,4.61
Punjab,Sangrur,Rice,Kharif,108000,421000,3.9
Punjab,Sangrur,Maize,Kharif,24800,87000,3.51
Punjab,Sangrur,Mustard,Rabi,17400,26200,1.51
Punjab,Sangrur,Potato,Rabi,15900,318000,20
Punjab,Sangrur,Sugarcane,Annual,23500,1645000,70
Punjab,Sangrur,Barley,Rabi,21600,71200,3.3
Punjab,Sangrur,Cotton,Kharif,39500,71500,1.81
Punjab,Sangrur,Wheat,Rabi,114000,508000,4.46
Punjab,Gurdaspur,Rice,Kharif,94000,348000,3.7
Punjab,Gurdaspur,Maize,Kharif,22000,77000,3.5
Punjab,Gurdaspur,Mustard,Rabi,15300,23100,1.51
Punjab,Gurdaspur,Potato,Rabi,14000,280000,20
